î[ïiî‘çÜ,å_ñÒî‘çÜ,î[ïiì˙,ã@äÌå^î‘
DLV-00146348,CTR-41973-A6-00245,2014-12-31,MCN000014
DLV-00146349,CTR-41973-A6-00245,2014-12-31,MCN000001
DLV-00146350,CTR-41973-A6-00286,2014-12-31,MCN000009
DLV-00146351,CTR-41973-A6-00356,2014-12-31,MCN000009
DLV-00146352,CTR-41973-A6-00356,2014-12-31,MCN000009
DLV-00146353,CTR-41973-A6-00356,2014-12-31,MCN000009
DLV-00146354,CTR-41973-A6-00372,2014-12-31,MCN000014
DLV-00146355,CTR-41973-A6-00552,2014-12-31,MCN000014
DLV-00146356,CTR-41973-A6-00644,2014-12-31,MCN000001
DLV-00146357,CTR-41973-A6-00744,2014-12-31,MCN000001
DLV-00146358,CTR-41973-A6-00744,2014-12-31,MCN000009
DLV-00146359,CTR-41973-A6-00744,2014-12-31,MCN000001
DLV-00146360,CTR-41973-A6-00744,2014-12-31,MCN000009
DLV-00146361,CTR-41973-A6-00763,2014-12-31,MCN000009
DLV-00146362,CTR-41973-A6-00763,2014-12-31,MCN000009
DLV-00146363,CTR-41973-A6-00763,2014-12-31,MCN000014
DLV-00146364,CTR-41973-A6-00875,2014-12-31,MCN000009
DLV-00146365,CTR-41973-A6-00875,2014-12-31,MCN000001
DLV-00146366,CTR-41973-A6-00875,2014-12-31,MCN000009
DLV-00146367,CTR-41973-A6-01065,2014-12-31,MCN000001
DLV-00146368,CTR-41973-A6-01065,2014-12-31,MCN000001
DLV-00146369,CTR-41973-A6-01109,2014-12-31,MCN000014
DLV-00146370,CTR-41973-A6-01109,2014-12-31,MCN000001
DLV-00146371,CTR-41973-A6-01109,2014-12-31,MCN000014
DLV-00146372,CTR-41973-A6-01109,2014-12-31,MCN000009
DLV-00146373,CTR-41973-A6-01109,2014-12-31,MCN000009
DLV-00146374,CTR-41973-A6-01109,2014-12-31,MCN000014
DLV-00146375,CTR-41973-A7-00152,2014-12-31,MCN000001
DLV-00146376,CTR-41973-A7-00152,2014-12-31,MCN000001
DLV-00146377,CTR-41973-A7-00152,2014-12-31,MCN000001
DLV-00146378,CTR-41973-A7-00482,2014-12-31,MCN000001
DLV-00146379,CTR-41973-A7-00535,2014-12-31,MCN000001
DLV-00146380,CTR-41973-A7-00535,2014-12-31,MCN000001
DLV-00146381,CTR-41973-A7-00535,2014-12-31,MCN000014
DLV-00146382,CTR-41973-A7-00535,2014-12-31,MCN000009
DLV-00146383,CTR-41973-A7-00535,2014-12-31,MCN000014
DLV-00146384,CTR-41973-A7-00552,2014-12-31,MCN000014
DLV-00146385,CTR-41973-A7-00552,2014-12-31,MCN000014
DLV-00146386,CTR-41973-A7-00552,2014-12-31,MCN000009
DLV-00146387,CTR-41973-A7-00552,2014-12-31,MCN000014
DLV-00146388,CTR-41973-A7-00552,2014-12-31,MCN000009
DLV-00146389,CTR-41973-A7-00552,2014-12-31,MCN000014
DLV-00146390,CTR-41973-A7-00576,2014-12-31,MCN000009
DLV-00146391,CTR-41973-A7-00576,2014-12-31,MCN000009
DLV-00146392,CTR-41973-A7-00576,2014-12-31,MCN000014
DLV-00146393,CTR-41973-A7-00576,2014-12-31,MCN000014
DLV-00146394,CTR-41973-A7-00647,2014-12-31,MCN000001
DLV-00146395,CTR-41973-A7-00647,2014-12-31,MCN000014
DLV-00146396,CTR-41973-A7-00705,2014-12-31,MCN000014
DLV-00146397,CTR-41973-A7-00705,2014-12-31,MCN000009
DLV-00146398,CTR-41973-A7-00705,2014-12-31,MCN000014
DLV-00146399,CTR-41973-A7-00705,2014-12-31,MCN000001
DLV-00146400,CTR-41973-A7-00843,2014-12-31,MCN000009
DLV-00146401,CTR-41973-A7-00997,2014-12-31,MCN000001
DLV-00146402,CTR-41973-A7-00997,2014-12-31,MCN000009
DLV-00146403,CTR-41973-A7-00997,2014-12-31,MCN000009
DLV-00146404,CTR-41973-A7-00997,2014-12-31,MCN000001
DLV-00146405,CTR-41973-A7-00997,2014-12-31,MCN000001
DLV-00146406,CTR-41973-A7-00997,2014-12-31,MCN000009
DLV-00146407,CTR-41973-A7-00997,2014-12-31,MCN000001
DLV-00146408,CTR-41973-A7-00997,2014-12-31,MCN000001
DLV-00146409,CTR-41973-A7-01015,2014-12-31,MCN000001
DLV-00146410,CTR-41973-A7-01015,2014-12-31,MCN000009
DLV-00146411,CTR-41973-A7-01015,2014-12-31,MCN000001
DLV-00146412,CTR-41973-A7-01015,2014-12-31,MCN000009
DLV-00146413,CTR-41973-A7-01015,2014-12-31,MCN000009
DLV-00146414,CTR-41973-A7-01085,2014-12-31,MCN000009
DLV-00146415,CTR-41973-A7-01085,2014-12-31,MCN000009
DLV-00146416,CTR-41973-A7-01109,2014-12-31,MCN000001
DLV-00146417,CTR-41973-A7-01109,2014-12-31,MCN000009
DLV-00146418,CTR-41973-A7-01109,2014-12-31,MCN000009
DLV-00146419,CTR-41973-A7-01110,2014-12-31,MCN000001
DLV-00146420,CTR-41973-A7-01110,2014-12-31,MCN000009
DLV-00146421,CTR-41973-A7-01110,2014-12-31,MCN000009
DLV-00146422,CTR-41973-A7-01110,2014-12-31,MCN000014
DLV-00146423,CTR-41973-A8-00016,2014-12-31,MCN000009
DLV-00146424,CTR-41973-A8-00024,2014-12-31,MCN000009
DLV-00146425,CTR-41973-A8-00024,2014-12-31,MCN000014
DLV-00146426,CTR-41973-A8-00024,2014-12-31,MCN000001
DLV-00146427,CTR-41973-A8-00027,2014-12-31,MCN000009
DLV-00146428,CTR-41973-A8-00127,2014-12-31,MCN000014
DLV-00146429,CTR-41973-A8-00127,2014-12-31,MCN000001
DLV-00146430,CTR-41973-A8-00195,2014-12-31,MCN000014
DLV-00146431,CTR-41973-A8-00195,2014-12-31,MCN000014
DLV-00146432,CTR-41973-A8-00195,2014-12-31,MCN000009
DLV-00146433,CTR-41973-A8-00225,2014-12-31,MCN000001
DLV-00146434,CTR-41973-A8-00225,2014-12-31,MCN000014
DLV-00146435,CTR-41973-A8-00245,2014-12-31,MCN000014
DLV-00146436,CTR-41973-A8-00245,2014-12-31,MCN000009
DLV-00146437,CTR-41973-A8-00245,2014-12-31,MCN000009
DLV-00146438,CTR-41973-A8-00245,2014-12-31,MCN000014
DLV-00146439,CTR-41973-A8-00245,2014-12-31,MCN000009
DLV-00146440,CTR-41973-A8-00245,2014-12-31,MCN000009
DLV-00146441,CTR-41973-A8-00245,2014-12-31,MCN000014
DLV-00146442,CTR-41973-A8-00422,2014-12-31,MCN000009
DLV-00146443,CTR-41973-A8-00422,2014-12-31,MCN000014
DLV-00146444,CTR-41973-A8-00427,2014-12-31,MCN000009
DLV-00146445,CTR-41973-A8-00482,2014-12-31,MCN000014
DLV-00146446,CTR-41973-A8-00482,2014-12-31,MCN000009
DLV-00146447,CTR-41973-A8-00482,2014-12-31,MCN000001
DLV-00146448,CTR-41973-A8-00578,2014-12-31,MCN000014
DLV-00146449,CTR-41973-A8-00592,2014-12-31,MCN000014
DLV-00146450,CTR-41973-A8-00592,2014-12-31,MCN000009
DLV-00146451,CTR-41973-A8-00592,2014-12-31,MCN000014
DLV-00146452,CTR-41973-A8-00592,2014-12-31,MCN000001
DLV-00146453,CTR-41973-A8-00592,2014-12-31,MCN000009
DLV-00146454,CTR-41973-A8-00592,2014-12-31,MCN000014
DLV-00146455,CTR-41973-A8-00732,2014-12-31,MCN000014
DLV-00146456,CTR-41973-A8-00732,2014-12-31,MCN000014
DLV-00146457,CTR-41973-A8-01134,2014-12-31,MCN000014
DLV-00146458,CTR-41973-A8-01138,2014-12-31,MCN000009
DLV-00146459,CTR-41973-A8-01138,2014-12-31,MCN000001
DLV-00146460,CTR-41973-A8-01138,2014-12-31,MCN000009
DLV-00146461,CTR-41973-A8-01138,2014-12-31,MCN000001
DLV-00146462,CTR-41973-A9-00130,2014-12-31,MCN000001
DLV-00146463,CTR-41973-A9-00130,2014-12-31,MCN000009
DLV-00146464,CTR-41973-A9-00154,2014-12-31,MCN000001
DLV-00146465,CTR-41973-A9-00302,2014-12-31,MCN000014
DLV-00146466,CTR-41973-A9-00302,2014-12-31,MCN000001
DLV-00146467,CTR-41973-A9-00302,2014-12-31,MCN000014
DLV-00146468,CTR-41973-A9-00302,2014-12-31,MCN000014
DLV-00146469,CTR-41973-A9-00357,2014-12-31,MCN000014
DLV-00146470,CTR-41973-A9-00357,2014-12-31,MCN000001
DLV-00146471,CTR-41973-A9-00357,2014-12-31,MCN000001
DLV-00146472,CTR-41973-A9-00400,2014-12-31,MCN000009
DLV-00146473,CTR-41973-A9-00604,2014-12-31,MCN000014
DLV-00146474,CTR-41973-M1-00122,2014-12-31,MCN000018
DLV-00146475,CTR-41973-M1-00215,2014-12-31,MCN000005
DLV-00146476,CTR-41973-M1-00422,2014-12-31,MCN000020
DLV-00146477,CTR-41973-M1-00555,2014-12-31,MCN000011
DLV-00146478,CTR-41973-M1-01115,2014-12-31,MCN000020
DLV-00146479,CTR-41973-R1-00055,2014-12-31,MCN000004
DLV-00146480,CTR-41973-R1-00091,2014-12-31,MCN000003
DLV-00146481,CTR-41973-R1-00122,2014-12-31,MCN000007
DLV-00146482,CTR-41973-R1-00173,2014-12-31,MCN000021
DLV-00146483,CTR-41973-R1-00422,2014-12-31,MCN000008
DLV-00146484,CTR-41973-R1-00422,2014-12-31,MCN000013
DLV-00146485,CTR-41973-R1-00422,2014-12-31,MCN000010
DLV-00146486,CTR-41973-R1-00555,2014-12-31,MCN000006
DLV-00146487,CTR-41973-R1-00735,2014-12-31,MCN000019
DLV-00146488,CTR-41973-R1-00735,2014-12-31,MCN000002
DLV-00146489,CTR-41973-R1-01043,2014-12-31,MCN000012
DLV-00146490,CTR-41973-R1-01115,2014-12-31,MCN000006
DLV-00146491,CTR-41973-R2-00024,2014-12-31,MCN000021
DLV-00146492,CTR-41973-R2-00104,2014-12-31,MCN000008
DLV-00146493,CTR-41973-R2-00407,2014-12-31,MCN000021
DLV-00146494,CTR-41973-R2-00561,2014-12-31,MCN000022
DLV-00146495,CTR-41973-R2-00575,2014-12-31,MCN000017
DLV-00146496,CTR-41973-R2-00575,2014-12-31,MCN000017
DLV-00146497,CTR-41973-R2-00647,2014-12-31,MCN000010
DLV-00146498,CTR-41973-R2-00718,2014-12-31,MCN000015
DLV-00146499,CTR-41973-R2-00766,2014-12-31,MCN000019
DLV-00146500,CTR-41973-R2-00997,2014-12-31,MCN000016
DLV-00146501,CTR-41973-R2-01134,2014-12-31,MCN000010
DLV-00146502,CTR-41973-R2-01148,2014-12-31,MCN000007
DLV-00146503,CTR-41973-R3-00020,2014-12-31,MCN000019
DLV-00146504,CTR-41973-R3-00372,2014-12-31,MCN000019
DLV-00146505,CTR-41973-R3-00801,2014-12-31,MCN000010
DLV-00146506,CTR-41973-R3-00874,2014-12-31,MCN000012
DLV-00146507,CTR-41973-R3-01067,2014-12-31,MCN000019
DLV-00146508,CTR-41973-R4-00091,2014-12-31,MCN000022
DLV-00146509,CTR-41973-R4-00195,2014-12-31,MCN000016
DLV-00146510,CTR-41973-R4-00195,2014-12-31,MCN000003
DLV-00146511,CTR-41973-R4-00195,2014-12-31,MCN000010
DLV-00146512,CTR-41973-R4-00851,2014-12-31,MCN000010
DLV-00146513,CTR-41973-R5-00109,2014-12-31,MCN000010
DLV-00146514,CTR-41973-R5-00137,2014-12-31,MCN000022
DLV-00146515,CTR-41973-R5-00286,2014-12-31,MCN000006
DLV-00146516,CTR-42004-A10-00060,2015-01-31,MCN000001
DLV-00146517,CTR-42004-A10-00060,2015-01-31,MCN000014
DLV-00146518,CTR-42004-A10-00060,2015-01-31,MCN000014
DLV-00146519,CTR-42004-A10-00060,2015-01-31,MCN000001
DLV-00146520,CTR-42004-A10-00060,2015-01-31,MCN000009
DLV-00146521,CTR-42004-A10-00060,2015-01-31,MCN000009
DLV-00146522,CTR-42004-A10-00136,2015-01-31,MCN000014
DLV-00146523,CTR-42004-A10-00136,2015-01-31,MCN000001
DLV-00146524,CTR-42004-A10-00136,2015-01-31,MCN000009
DLV-00146525,CTR-42004-A10-00136,2015-01-31,MCN000014
DLV-00146526,CTR-42004-A10-00259,2015-01-31,MCN000001
DLV-00146527,CTR-42004-A10-00259,2015-01-31,MCN000014
DLV-00146528,CTR-42004-A10-00259,2015-01-31,MCN000014
DLV-00146529,CTR-42004-A10-00259,2015-01-31,MCN000001
DLV-00146530,CTR-42004-A10-00259,2015-01-31,MCN000001
DLV-00146531,CTR-42004-A1-00061,2015-01-31,MCN000009
DLV-00146532,CTR-42004-A1-00061,2015-01-31,MCN000001
DLV-00146533,CTR-42004-A1-00061,2015-01-31,MCN000001
DLV-00146534,CTR-42004-A1-00061,2015-01-31,MCN000001
DLV-00146535,CTR-42004-A1-00061,2015-01-31,MCN000001
DLV-00146536,CTR-42004-A1-00061,2015-01-31,MCN000001
DLV-00146537,CTR-42004-A10-00863,2015-01-31,MCN000001
DLV-00146538,CTR-42004-A10-00863,2015-01-31,MCN000009
DLV-00146539,CTR-42004-A10-00863,2015-01-31,MCN000009
DLV-00146540,CTR-42004-A10-00863,2015-01-31,MCN000014
DLV-00146541,CTR-42004-A10-00863,2015-01-31,MCN000001
DLV-00146542,CTR-42004-A1-00124,2015-01-31,MCN000001
DLV-00146543,CTR-42004-A1-00124,2015-01-31,MCN000009
DLV-00146544,CTR-42004-A1-00225,2015-01-31,MCN000014
DLV-00146545,CTR-42004-A1-00287,2015-01-31,MCN000014
DLV-00146546,CTR-42004-A1-00295,2015-01-31,MCN000009
DLV-00146547,CTR-42004-A1-00437,2015-01-31,MCN000009
DLV-00146548,CTR-42004-A1-00437,2015-01-31,MCN000001
DLV-00146549,CTR-42004-A1-00437,2015-01-31,MCN000001
DLV-00146550,CTR-42004-A1-00437,2015-01-31,MCN000009
DLV-00146551,CTR-42004-A1-00515,2015-01-31,MCN000009
DLV-00146552,CTR-42004-A1-00527,2015-01-31,MCN000009
DLV-00146553,CTR-42004-A1-00527,2015-01-31,MCN000009
DLV-00146554,CTR-42004-A1-00551,2015-01-31,MCN000009
DLV-00146555,CTR-42004-A1-00551,2015-01-31,MCN000009
DLV-00146556,CTR-42004-A1-00551,2015-01-31,MCN000001
DLV-00146557,CTR-42004-A1-00585,2015-01-31,MCN000009
DLV-00146558,CTR-42004-A1-00608,2015-01-31,MCN000014
DLV-00146559,CTR-42004-A1-00608,2015-01-31,MCN000001
DLV-00146560,CTR-42004-A1-00608,2015-01-31,MCN000009
DLV-00146561,CTR-42004-A1-00608,2015-01-31,MCN000014
DLV-00146562,CTR-42004-A1-00608,2015-01-31,MCN000009
DLV-00146563,CTR-42004-A1-00610,2015-01-31,MCN000009
DLV-00146564,CTR-42004-A1-00610,2015-01-31,MCN000001
DLV-00146565,CTR-42004-A1-00610,2015-01-31,MCN000001
DLV-00146566,CTR-42004-A1-00610,2015-01-31,MCN000014
DLV-00146567,CTR-42004-A1-00610,2015-01-31,MCN000014
DLV-00146568,CTR-42004-A1-00610,2015-01-31,MCN000009
DLV-00146569,CTR-42004-A1-00783,2015-01-31,MCN000014
DLV-00146570,CTR-42004-A1-00821,2015-01-31,MCN000014
DLV-00146571,CTR-42004-A1-00821,2015-01-31,MCN000001
DLV-00146572,CTR-42004-A1-00821,2015-01-31,MCN000014
DLV-00146573,CTR-42004-A1-00821,2015-01-31,MCN000001
DLV-00146574,CTR-42004-A1-00844,2015-01-31,MCN000014
DLV-00146575,CTR-42004-A1-00844,2015-01-31,MCN000001
DLV-00146576,CTR-42004-A1-00844,2015-01-31,MCN000001
DLV-00146577,CTR-42004-A1-00844,2015-01-31,MCN000001
DLV-00146578,CTR-42004-A1-00844,2015-01-31,MCN000014
DLV-00146579,CTR-42004-A1-00907,2015-01-31,MCN000001
DLV-00146580,CTR-42004-A1-00907,2015-01-31,MCN000014
DLV-00146581,CTR-42004-A1-00907,2015-01-31,MCN000009
DLV-00146582,CTR-42004-A1-00907,2015-01-31,MCN000014
DLV-00146583,CTR-42004-A1-00907,2015-01-31,MCN000001
DLV-00146584,CTR-42004-A1-00907,2015-01-31,MCN000009
DLV-00146585,CTR-42004-A1-00907,2015-01-31,MCN000014
DLV-00146586,CTR-42004-A1-00907,2015-01-31,MCN000001
DLV-00146587,CTR-42004-A1-00907,2015-01-31,MCN000001
DLV-00146588,CTR-42004-A1-00907,2015-01-31,MCN000009
DLV-00146589,CTR-42004-A1-00907,2015-01-31,MCN000014
DLV-00146590,CTR-42004-A1-00940,2015-01-31,MCN000009
DLV-00146591,CTR-42004-A1-00940,2015-01-31,MCN000009
DLV-00146592,CTR-42004-A1-01002,2015-01-31,MCN000001
DLV-00146593,CTR-42004-A1-01002,2015-01-31,MCN000001
DLV-00146594,CTR-42004-A1-01002,2015-01-31,MCN000014
DLV-00146595,CTR-42004-A1-01002,2015-01-31,MCN000014
DLV-00146596,CTR-42004-A1-01145,2015-01-31,MCN000014
DLV-00146597,CTR-42004-A1-01145,2015-01-31,MCN000001
DLV-00146598,CTR-42004-A1-01145,2015-01-31,MCN000001
DLV-00146599,CTR-42004-A1-01145,2015-01-31,MCN000014
DLV-00146600,CTR-42004-A1-01145,2015-01-31,MCN000014
DLV-00146601,CTR-42004-A1-01145,2015-01-31,MCN000014
DLV-00146602,CTR-42004-A1-01145,2015-01-31,MCN000014
DLV-00146603,CTR-42004-A1-01145,2015-01-31,MCN000009
DLV-00146604,CTR-42004-A1-01145,2015-01-31,MCN000001
DLV-00146605,CTR-42004-A1-01145,2015-01-31,MCN000009
DLV-00146606,CTR-42004-A1-01145,2015-01-31,MCN000001
DLV-00146607,CTR-42004-A1-01145,2015-01-31,MCN000014
DLV-00146608,CTR-42004-A1-01151,2015-01-31,MCN000014
DLV-00146609,CTR-42004-A1-01151,2015-01-31,MCN000009
DLV-00146610,CTR-42004-A11-00136,2015-01-31,MCN000009
DLV-00146611,CTR-42004-A11-00136,2015-01-31,MCN000001
DLV-00146612,CTR-42004-A11-00136,2015-01-31,MCN000014
DLV-00146613,CTR-42004-A11-00136,2015-01-31,MCN000009
DLV-00146614,CTR-42004-A11-00136,2015-01-31,MCN000009
DLV-00146615,CTR-42004-A11-00136,2015-01-31,MCN000009
DLV-00146616,CTR-42004-A11-00136,2015-01-31,MCN000009
DLV-00146617,CTR-42004-A11-00136,2015-01-31,MCN000009
DLV-00146618,CTR-42004-A11-00136,2015-01-31,MCN000014
DLV-00146619,CTR-42004-A11-00281,2015-01-31,MCN000001
DLV-00146620,CTR-42004-A11-00604,2015-01-31,MCN000001
DLV-00146621,CTR-42004-A11-01118,2015-01-31,MCN000014
DLV-00146622,CTR-42004-A12-00195,2015-01-31,MCN000014
DLV-00146623,CTR-42004-A12-00195,2015-01-31,MCN000014
DLV-00146624,CTR-42004-A12-00253,2015-01-31,MCN000009
DLV-00146625,CTR-42004-A12-00253,2015-01-31,MCN000009
DLV-00146626,CTR-42004-A12-00253,2015-01-31,MCN000014
DLV-00146627,CTR-42004-A12-00253,2015-01-31,MCN000014
DLV-00146628,CTR-42004-A12-00549,2015-01-31,MCN000009
DLV-00146629,CTR-42004-A12-00549,2015-01-31,MCN000001
DLV-00146630,CTR-42004-A12-00549,2015-01-31,MCN000001
DLV-00146631,CTR-42004-A12-00604,2015-01-31,MCN000001
DLV-00146632,CTR-42004-A12-00604,2015-01-31,MCN000001
DLV-00146633,CTR-42004-A12-00815,2015-01-31,MCN000009
DLV-00146634,CTR-42004-A12-00815,2015-01-31,MCN000009
DLV-00146635,CTR-42004-A12-00815,2015-01-31,MCN000001
DLV-00146636,CTR-42004-A12-00815,2015-01-31,MCN000001
DLV-00146637,CTR-42004-A12-00815,2015-01-31,MCN000001
DLV-00146638,CTR-42004-A12-00990,2015-01-31,MCN000001
DLV-00146639,CTR-42004-A13-00186,2015-01-31,MCN000014
DLV-00146640,CTR-42004-A13-00427,2015-01-31,MCN000014
DLV-00146641,CTR-42004-A13-00427,2015-01-31,MCN000009
DLV-00146642,CTR-42004-A13-00427,2015-01-31,MCN000014
DLV-00146643,CTR-42004-A13-00427,2015-01-31,MCN000014
DLV-00146644,CTR-42004-A13-00427,2015-01-31,MCN000009
DLV-00146645,CTR-42004-A13-00427,2015-01-31,MCN000009
DLV-00146646,CTR-42004-A13-00427,2015-01-31,MCN000009
DLV-00146647,CTR-42004-A13-00427,2015-01-31,MCN000009
DLV-00146648,CTR-42004-A13-00427,2015-01-31,MCN000001
DLV-00146649,CTR-42004-A13-00578,2015-01-31,MCN000009
DLV-00146650,CTR-42004-A15-00302,2015-01-31,MCN000009
DLV-00146651,CTR-42004-A15-00302,2015-01-31,MCN000014
DLV-00146652,CTR-42004-A15-00302,2015-01-31,MCN000014
DLV-00146653,CTR-42004-A15-00302,2015-01-31,MCN000009
DLV-00146654,CTR-42004-A15-00422,2015-01-31,MCN000009
DLV-00146655,CTR-42004-A15-00422,2015-01-31,MCN000014
DLV-00146656,CTR-42004-A15-00422,2015-01-31,MCN000009
DLV-00146657,CTR-42004-A16-00195,2015-01-31,MCN000001
DLV-00146658,CTR-42004-A16-00335,2015-01-31,MCN000009
DLV-00146659,CTR-42004-A16-00335,2015-01-31,MCN000001
DLV-00146660,CTR-42004-A16-00335,2015-01-31,MCN000009
DLV-00146661,CTR-42004-A16-00335,2015-01-31,MCN000009
DLV-00146662,CTR-42004-A16-00335,2015-01-31,MCN000009
DLV-00146663,CTR-42004-A18-00851,2015-01-31,MCN000001
DLV-00146664,CTR-42004-A2-00010,2015-01-31,MCN000009
DLV-00146665,CTR-42004-A2-00010,2015-01-31,MCN000009
DLV-00146666,CTR-42004-A2-00010,2015-01-31,MCN000009
DLV-00146667,CTR-42004-A2-00010,2015-01-31,MCN000014
DLV-00146668,CTR-42004-A2-00016,2015-01-31,MCN000014
DLV-00146669,CTR-42004-A2-00033,2015-01-31,MCN000009
DLV-00146670,CTR-42004-A2-00033,2015-01-31,MCN000001
DLV-00146671,CTR-42004-A2-00033,2015-01-31,MCN000001
DLV-00146672,CTR-42004-A2-00033,2015-01-31,MCN000009
DLV-00146673,CTR-42004-A2-00069,2015-01-31,MCN000001
DLV-00146674,CTR-42004-A2-00069,2015-01-31,MCN000014
DLV-00146675,CTR-42004-A2-00069,2015-01-31,MCN000001
DLV-00146676,CTR-42004-A2-00103,2015-01-31,MCN000014
DLV-00146677,CTR-42004-A2-00123,2015-01-31,MCN000001
DLV-00146678,CTR-42004-A2-00123,2015-01-31,MCN000014
DLV-00146679,CTR-42004-A2-00136,2015-01-31,MCN000001
DLV-00146680,CTR-42004-A2-00136,2015-01-31,MCN000001
DLV-00146681,CTR-42004-A2-00199,2015-01-31,MCN000014
DLV-00146682,CTR-42004-A2-00212,2015-01-31,MCN000014
DLV-00146683,CTR-42004-A2-00212,2015-01-31,MCN000001
DLV-00146684,CTR-42004-A2-00212,2015-01-31,MCN000009
DLV-00146685,CTR-42004-A2-00212,2015-01-31,MCN000009
DLV-00146686,CTR-42004-A2-00212,2015-01-31,MCN000014
DLV-00146687,CTR-42004-A2-00212,2015-01-31,MCN000001
DLV-00146688,CTR-42004-A2-00245,2015-01-31,MCN000001
DLV-00146689,CTR-42004-A2-00390,2015-01-31,MCN000009
DLV-00146690,CTR-42004-A2-00390,2015-01-31,MCN000014
DLV-00146691,CTR-42004-A2-00390,2015-01-31,MCN000001
DLV-00146692,CTR-42004-A2-00390,2015-01-31,MCN000014
DLV-00146693,CTR-42004-A2-00390,2015-01-31,MCN000001
DLV-00146694,CTR-42004-A2-00390,2015-01-31,MCN000009
DLV-00146695,CTR-42004-A2-00390,2015-01-31,MCN000001
DLV-00146696,CTR-42004-A2-00439,2015-01-31,MCN000014
DLV-00146697,CTR-42004-A2-00439,2015-01-31,MCN000009
DLV-00146698,CTR-42004-A2-00439,2015-01-31,MCN000009
DLV-00146699,CTR-42004-A2-00535,2015-01-31,MCN000001
DLV-00146700,CTR-42004-A2-00535,2015-01-31,MCN000001
DLV-00146701,CTR-42004-A2-00535,2015-01-31,MCN000009
DLV-00146702,CTR-42004-A2-00547,2015-01-31,MCN000001
DLV-00146703,CTR-42004-A2-00547,2015-01-31,MCN000001
DLV-00146704,CTR-42004-A2-00547,2015-01-31,MCN000009
DLV-00146705,CTR-42004-A2-00548,2015-01-31,MCN000009
DLV-00146706,CTR-42004-A2-00548,2015-01-31,MCN000009
DLV-00146707,CTR-42004-A2-00548,2015-01-31,MCN000009
DLV-00146708,CTR-42004-A2-00548,2015-01-31,MCN000009
DLV-00146709,CTR-42004-A2-00548,2015-01-31,MCN000001
DLV-00146710,CTR-42004-A2-00585,2015-01-31,MCN000001
DLV-00146711,CTR-42004-A2-00585,2015-01-31,MCN000001
DLV-00146712,CTR-42004-A2-00586,2015-01-31,MCN000014
DLV-00146713,CTR-42004-A2-00586,2015-01-31,MCN000009
DLV-00146714,CTR-42004-A2-00586,2015-01-31,MCN000001
DLV-00146715,CTR-42004-A2-00586,2015-01-31,MCN000001
DLV-00146716,CTR-42004-A2-00610,2015-01-31,MCN000001
DLV-00146717,CTR-42004-A2-00610,2015-01-31,MCN000001
DLV-00146718,CTR-42004-A2-00610,2015-01-31,MCN000001
DLV-00146719,CTR-42004-A2-00627,2015-01-31,MCN000009
DLV-00146720,CTR-42004-A2-00714,2015-01-31,MCN000001
DLV-00146721,CTR-42004-A2-00714,2015-01-31,MCN000014
DLV-00146722,CTR-42004-A2-00714,2015-01-31,MCN000014
DLV-00146723,CTR-42004-A2-00714,2015-01-31,MCN000014
DLV-00146724,CTR-42004-A2-00714,2015-01-31,MCN000014
DLV-00146725,CTR-42004-A2-00718,2015-01-31,MCN000001
DLV-00146726,CTR-42004-A2-00718,2015-01-31,MCN000009
DLV-00146727,CTR-42004-A2-00718,2015-01-31,MCN000001
DLV-00146728,CTR-42004-A2-00718,2015-01-31,MCN000014
DLV-00146729,CTR-42004-A2-01134,2015-01-31,MCN000001
DLV-00146730,CTR-42004-A2-01134,2015-01-31,MCN000014
DLV-00146731,CTR-42004-A2-01134,2015-01-31,MCN000001
DLV-00146732,CTR-42004-A3-00054,2015-01-31,MCN000001
DLV-00146733,CTR-42004-A3-00068,2015-01-31,MCN000009
DLV-00146734,CTR-42004-A3-00068,2015-01-31,MCN000014
DLV-00146735,CTR-42004-A3-00068,2015-01-31,MCN000001
DLV-00146736,CTR-42004-A3-00109,2015-01-31,MCN000014
DLV-00146737,CTR-42004-A3-00127,2015-01-31,MCN000014
DLV-00146738,CTR-42004-A3-00127,2015-01-31,MCN000014
DLV-00146739,CTR-42004-A3-00148,2015-01-31,MCN000001
DLV-00146740,CTR-42004-A3-00148,2015-01-31,MCN000014
DLV-00146741,CTR-42004-A3-00301,2015-01-31,MCN000001
DLV-00146742,CTR-42004-A3-00301,2015-01-31,MCN000009
DLV-00146743,CTR-42004-A3-00327,2015-01-31,MCN000001
DLV-00146744,CTR-42004-A3-00327,2015-01-31,MCN000014
DLV-00146745,CTR-42004-A3-00327,2015-01-31,MCN000014
DLV-00146746,CTR-42004-A3-00327,2015-01-31,MCN000014
DLV-00146747,CTR-42004-A3-00437,2015-01-31,MCN000014
DLV-00146748,CTR-42004-A3-00437,2015-01-31,MCN000001
DLV-00146749,CTR-42004-A3-00437,2015-01-31,MCN000001
DLV-00146750,CTR-42004-A3-00469,2015-01-31,MCN000014
DLV-00146751,CTR-42004-A3-00469,2015-01-31,MCN000009
DLV-00146752,CTR-42004-A3-00469,2015-01-31,MCN000014
DLV-00146753,CTR-42004-A3-00469,2015-01-31,MCN000009
DLV-00146754,CTR-42004-A3-00469,2015-01-31,MCN000001
DLV-00146755,CTR-42004-A3-00469,2015-01-31,MCN000014
DLV-00146756,CTR-42004-A3-00469,2015-01-31,MCN000001
DLV-00146757,CTR-42004-A3-00499,2015-01-31,MCN000001
