契約番号	取引先番号	契約年月日	請求番号	請求金額	手数料額
CTR-42035-A8-00790	CUS00790	2015-01-31	IVC-42035-A8-00790	2030000	100000
CTR-42035-A8-00868	CUS00868	2015-01-31	IVC-42035-A8-00868	2050000	100000
CTR-42035-A8-01151	CUS01151	2015-01-31	IVC-42035-A8-01151	870000	50000
CTR-42035-A9-00014	CUS00014	2015-01-31	IVC-42035-A9-00014	180000	10000
CTR-42035-A9-00109	CUS00109	2015-01-31	IVC-42035-A9-00109	1830000	90000
CTR-42035-A9-00136	CUS00136	2015-01-31	IVC-42035-A9-00136	2510000	120000
CTR-42035-A9-00195	CUS00195	2015-01-31	IVC-42035-A9-00195	1710000	90000
CTR-42035-A9-00552	CUS00552	2015-01-31	IVC-42035-A9-00552	180000	10000
CTR-42035-A9-00578	CUS00578	2015-01-31	IVC-42035-A9-00578	1170000	60000
CTR-42035-A9-00613	CUS00613	2015-01-31	IVC-42035-A9-00613	2870000	140000
CTR-42035-A9-00669	CUS00669	2015-01-31	IVC-42035-A9-00669	3550000	170000
CTR-42035-A9-00732	CUS00732	2015-01-31	IVC-42035-A9-00732	180000	10000
CTR-42035-A9-00952	CUS00952	2015-01-31	IVC-42035-A9-00952	490000	30000
CTR-42035-A9-01115	CUS01115	2015-01-31	IVC-42035-A9-01115	670000	40000
CTR-42035-A9-01151	CUS01151	2015-01-31	IVC-42035-A9-01151	1530000	80000
CTR-42035-M1-00024	CUS00024	2015-01-31	IVC-42035-M1-00024	9310000	450000
CTR-42035-M1-00076	CUS00076	2015-01-31	IVC-42035-M1-00076	15050000	720000
CTR-42035-M1-00091	CUS00091	2015-01-31	IVC-42035-M1-00091	9800000	470000
CTR-42035-M1-00103	CUS00103	2015-01-31	IVC-42035-M1-00103	8130000	390000
CTR-42035-M1-00124	CUS00124	2015-01-31	IVC-42035-M1-00124	8130000	390000
CTR-42035-M1-00136	CUS00136	2015-01-31	IVC-42035-M1-00136	13880000	670000
CTR-42035-M1-00143	CUS00143	2015-01-31	IVC-42035-M1-00143	5750000	280000
CTR-42035-M1-00154	CUS00154	2015-01-31	IVC-42035-M1-00154	5750000	280000
CTR-42035-M1-00186	CUS00186	2015-01-31	IVC-42035-M1-00186	17930000	860000
CTR-42035-M1-00455	CUS00455	2015-01-31	IVC-42035-M1-00455	5750000	280000
CTR-42035-M1-00490	CUS00490	2015-01-31	IVC-42035-M1-00490	8130000	390000
CTR-42035-M1-00512	CUS00512	2015-01-31	IVC-42035-M1-00512	17930000	860000
CTR-42035-M1-00537	CUS00537	2015-01-31	IVC-42035-M1-00537	5750000	280000
CTR-42035-M1-00547	CUS00547	2015-01-31	IVC-42035-M1-00547	5750000	280000
CTR-42035-M1-00549	CUS00549	2015-01-31	IVC-42035-M1-00549	5750000	280000
CTR-42035-M1-00587	CUS00587	2015-01-31	IVC-42035-M1-00587	9310000	450000
CTR-42035-M1-00684	CUS00684	2015-01-31	IVC-42035-M1-00684	5750000	280000
CTR-42035-M1-00908	CUS00908	2015-01-31	IVC-42035-M1-00908	9310000	450000
CTR-42035-M1-00919	CUS00919	2015-01-31	IVC-42035-M1-00919	5750000	280000
CTR-42035-M1-00927	CUS00927	2015-01-31	IVC-42035-M1-00927	8130000	390000
CTR-42035-M1-00951	CUS00951	2015-01-31	IVC-42035-M1-00951	16260000	780000
CTR-42035-M1-01073	CUS01073	2015-01-31	IVC-42035-M1-01073	9310000	450000
CTR-42035-M1-01085	CUS01085	2015-01-31	IVC-42035-M1-01085	9800000	470000
CTR-42035-M1-01091	CUS01091	2015-01-31	IVC-42035-M1-01091	5750000	280000
CTR-42035-M2-00173	CUS00173	2015-01-31	IVC-42035-M2-00173	9800000	470000
CTR-42035-R1-00016	CUS00016	2015-01-31	IVC-42035-R1-00016	8460000	410000
CTR-42035-R1-00027	CUS00027	2015-01-31	IVC-42035-R1-00027	13800000	660000
CTR-42035-R1-00042	CUS00042	2015-01-31	IVC-42035-R1-00042	3040000	150000
CTR-42035-R1-00076	CUS00076	2015-01-31	IVC-42035-R1-00076	4040000	200000
CTR-42035-R1-00104	CUS00104	2015-01-31	IVC-42035-R1-00104	8460000	410000
CTR-42035-R1-00108	CUS00108	2015-01-31	IVC-42035-R1-00108	3210000	160000
CTR-42035-R1-00122	CUS00122	2015-01-31	IVC-42035-R1-00122	2940000	140000
CTR-42035-R1-00124	CUS00124	2015-01-31	IVC-42035-R1-00124	3030000	150000
CTR-42035-R1-00136	CUS00136	2015-01-31	IVC-42035-R1-00136	14690000	700000
CTR-42035-R1-00137	CUS00137	2015-01-31	IVC-42035-R1-00137	3030000	150000
CTR-42035-R1-00143	CUS00143	2015-01-31	IVC-42035-R1-00143	8260000	400000
CTR-42035-R1-00148	CUS00148	2015-01-31	IVC-42035-R1-00148	9960000	480000
CTR-42035-R1-00152	CUS00152	2015-01-31	IVC-42035-R1-00152	6700000	320000
CTR-42035-R1-00169	CUS00169	2015-01-31	IVC-42035-R1-00169	8230000	400000
CTR-42035-R1-00186	CUS00186	2015-01-31	IVC-42035-R1-00186	7490000	360000
CTR-42035-R1-00195	CUS00195	2015-01-31	IVC-42035-R1-00195	9770000	470000
CTR-42035-R1-00197	CUS00197	2015-01-31	IVC-42035-R1-00197	6850000	330000
CTR-42035-R1-00207	CUS00207	2015-01-31	IVC-42035-R1-00207	16710000	800000
CTR-42035-R1-00238	CUS00238	2015-01-31	IVC-42035-R1-00238	3210000	160000
CTR-42035-R1-00253	CUS00253	2015-01-31	IVC-42035-R1-00253	4190000	200000
CTR-42035-R1-00256	CUS00256	2015-01-31	IVC-42035-R1-00256	7230000	350000
CTR-42035-R1-00275	CUS00275	2015-01-31	IVC-42035-R1-00275	8460000	410000
CTR-42035-R1-00281	CUS00281	2015-01-31	IVC-42035-R1-00281	3040000	150000
CTR-42035-R1-00327	CUS00327	2015-01-31	IVC-42035-R1-00327	2940000	140000
CTR-42035-R1-00356	CUS00356	2015-01-31	IVC-42035-R1-00356	3210000	160000
CTR-42035-R1-00357	CUS00357	2015-01-31	IVC-42035-R1-00357	6700000	320000
CTR-42035-R1-00381	CUS00381	2015-01-31	IVC-42035-R1-00381	3420000	170000
CTR-42035-R1-00407	CUS00407	2015-01-31	IVC-42035-R1-00407	3210000	160000
CTR-42035-R1-00410	CUS00410	2015-01-31	IVC-42035-R1-00410	3040000	150000
CTR-42035-R1-00417	CUS00417	2015-01-31	IVC-42035-R1-00417	3040000	150000
CTR-42035-R1-00431	CUS00431	2015-01-31	IVC-42035-R1-00431	2780000	140000
CTR-42035-R1-00452	CUS00452	2015-01-31	IVC-42035-R1-00452	10740000	520000
CTR-42035-R1-00454	CUS00454	2015-01-31	IVC-42035-R1-00454	6510000	310000
CTR-42035-R1-00455	CUS00455	2015-01-31	IVC-42035-R1-00455	1520000	80000
CTR-42035-R1-00490	CUS00490	2015-01-31	IVC-42035-R1-00490	2780000	140000
CTR-42035-R1-00512	CUS00512	2015-01-31	IVC-42035-R1-00512	6070000	290000
CTR-42035-R1-00513	CUS00513	2015-01-31	IVC-42035-R1-00513	4040000	200000
CTR-42035-R1-00515	CUS00515	2015-01-31	IVC-42035-R1-00515	3040000	150000
CTR-42035-R1-00528	CUS00528	2015-01-31	IVC-42035-R1-00528	2940000	140000
CTR-42035-R1-00531	CUS00531	2015-01-31	IVC-42035-R1-00531	3030000	150000
CTR-42035-R1-00537	CUS00537	2015-01-31	IVC-42035-R1-00537	3030000	150000
CTR-42035-R1-00547	CUS00547	2015-01-31	IVC-42035-R1-00547	4080000	200000
CTR-42035-R1-00549	CUS00549	2015-01-31	IVC-42035-R1-00549	6060000	290000
CTR-42035-R1-00552	CUS00552	2015-01-31	IVC-42035-R1-00552	3420000	170000
CTR-42035-R1-00566	CUS00566	2015-01-31	IVC-42035-R1-00566	8260000	400000
CTR-42035-R1-00568	CUS00568	2015-01-31	IVC-42035-R1-00568	6510000	310000
CTR-42035-R1-00587	CUS00587	2015-01-31	IVC-42035-R1-00587	11210000	540000
CTR-42035-R1-00604	CUS00604	2015-01-31	IVC-42035-R1-00604	1520000	80000
CTR-42035-R1-00626	CUS00626	2015-01-31	IVC-42035-R1-00626	18570000	890000
CTR-42035-R1-00630	CUS00630	2015-01-31	IVC-42035-R1-00630	6510000	310000
CTR-42035-R1-00647	CUS00647	2015-01-31	IVC-42035-R1-00647	8460000	410000
CTR-42035-R1-00677	CUS00677	2015-01-31	IVC-42035-R1-00677	6620000	320000
CTR-42035-R1-00681	CUS00681	2015-01-31	IVC-42035-R1-00681	3040000	150000
CTR-42035-R1-00684	CUS00684	2015-01-31	IVC-42035-R1-00684	7240000	350000
CTR-42035-R1-00714	CUS00714	2015-01-31	IVC-42035-R1-00714	2940000	140000
CTR-42035-R1-00763	CUS00763	2015-01-31	IVC-42035-R1-00763	4190000	200000
CTR-42035-R1-00766	CUS00766	2015-01-31	IVC-42035-R1-00766	8260000	400000
CTR-42035-R1-00772	CUS00772	2015-01-31	IVC-42035-R1-00772	3210000	160000
CTR-42035-R1-00797	CUS00797	2015-01-31	IVC-42035-R1-00797	1520000	80000
CTR-42035-R1-00801	CUS00801	2015-01-31	IVC-42035-R1-00801	3040000	150000
CTR-42035-R1-00815	CUS00815	2015-01-31	IVC-42035-R1-00815	3030000	150000
CTR-42035-R1-00821	CUS00821	2015-01-31	IVC-42035-R1-00821	9480000	460000
CTR-42035-R1-00866	CUS00866	2015-01-31	IVC-42035-R1-00866	5880000	280000
CTR-42035-R1-00871	CUS00871	2015-01-31	IVC-42035-R1-00871	3420000	170000
CTR-42035-R1-00878	CUS00878	2015-01-31	IVC-42035-R1-00878	8110000	390000
CTR-42035-R1-00902	CUS00902	2015-01-31	IVC-42035-R1-00902	6700000	320000
CTR-42035-R1-00908	CUS00908	2015-01-31	IVC-42035-R1-00908	4080000	200000
CTR-42035-R1-00911	CUS00911	2015-01-31	IVC-42035-R1-00911	4040000	200000
CTR-42035-R1-00919	CUS00919	2015-01-31	IVC-42035-R1-00919	3040000	150000
CTR-42035-R1-00941	CUS00941	2015-01-31	IVC-42035-R1-00941	2940000	140000
CTR-42035-R1-00951	CUS00951	2015-01-31	IVC-42035-R1-00951	12060000	580000
CTR-42035-R1-00970	CUS00970	2015-01-31	IVC-42035-R1-00970	15060000	720000
CTR-42035-R1-00979	CUS00979	2015-01-31	IVC-42035-R1-00979	4040000	200000
CTR-42035-R1-01000	CUS01000	2015-01-31	IVC-42035-R1-01000	4190000	200000
CTR-42035-R1-01053	CUS01053	2015-01-31	IVC-42035-R1-01053	8460000	410000
CTR-42035-R1-01059	CUS01059	2015-01-31	IVC-42035-R1-01059	9930000	480000
CTR-42035-R1-01073	CUS01073	2015-01-31	IVC-42035-R1-01073	5980000	290000
CTR-42035-R1-01091	CUS01091	2015-01-31	IVC-42035-R1-01091	9720000	470000
CTR-42035-R1-01097	CUS01097	2015-01-31	IVC-42035-R1-01097	4040000	200000
CTR-42035-R1-01108	CUS01108	2015-01-31	IVC-42035-R1-01108	8220000	400000
CTR-42035-R1-01125	CUS01125	2015-01-31	IVC-42035-R1-01125	12290000	590000
CTR-42035-R1-01132	CUS01132	2015-01-31	IVC-42035-R1-01132	6700000	320000
CTR-42035-R11-00410	CUS00410	2015-01-31	IVC-42035-R11-00410	4080000	200000
CTR-42035-R2-00002	CUS00002	2015-01-31	IVC-42035-R2-00002	3040000	150000
CTR-42035-R2-00006	CUS00006	2015-01-31	IVC-42035-R2-00006	8460000	410000
CTR-42035-R2-00010	CUS00010	2015-01-31	IVC-42035-R2-00010	6700000	320000
CTR-42035-R2-00017	CUS00017	2015-01-31	IVC-42035-R2-00017	4190000	200000
CTR-42035-R2-00091	CUS00091	2015-01-31	IVC-42035-R2-00091	10590000	510000
CTR-42035-R2-00118	CUS00118	2015-01-31	IVC-42035-R2-00118	4190000	200000
CTR-42035-R2-00135	CUS00135	2015-01-31	IVC-42035-R2-00135	4040000	200000
CTR-42035-R2-00136	CUS00136	2015-01-31	IVC-42035-R2-00136	3420000	170000
CTR-42035-R2-00154	CUS00154	2015-01-31	IVC-42035-R2-00154	6510000	310000
CTR-42035-R2-00195	CUS00195	2015-01-31	IVC-42035-R2-00195	1520000	80000
CTR-42035-R2-00215	CUS00215	2015-01-31	IVC-42035-R2-00215	3420000	170000
CTR-42035-R2-00311	CUS00311	2015-01-31	IVC-42035-R2-00311	6510000	310000
CTR-42035-R2-00317	CUS00317	2015-01-31	IVC-42035-R2-00317	6510000	310000
CTR-42035-R2-00335	CUS00335	2015-01-31	IVC-42035-R2-00335	3040000	150000
CTR-42035-R2-00356	CUS00356	2015-01-31	IVC-42035-R2-00356	4040000	200000
CTR-42035-R2-00384	CUS00384	2015-01-31	IVC-42035-R2-00384	9930000	480000
CTR-42035-R2-00397	CUS00397	2015-01-31	IVC-42035-R2-00397	3210000	160000
CTR-42035-R2-00407	CUS00407	2015-01-31	IVC-42035-R2-00407	3040000	150000
CTR-42035-R2-00431	CUS00431	2015-01-31	IVC-42035-R2-00431	4040000	200000
CTR-42035-R2-00497	CUS00497	2015-01-31	IVC-42035-R2-00497	4190000	200000
CTR-42035-R2-00515	CUS00515	2015-01-31	IVC-42035-R2-00515	5710000	280000
CTR-42035-R2-00527	CUS00527	2015-01-31	IVC-42035-R2-00527	11200000	540000
CTR-42035-R2-00535	CUS00535	2015-01-31	IVC-42035-R2-00535	11490000	550000
CTR-42035-R2-00537	CUS00537	2015-01-31	IVC-42035-R2-00537	3030000	150000
CTR-42035-R2-00538	CUS00538	2015-01-31	IVC-42035-R2-00538	4080000	200000
CTR-42035-R2-00552	CUS00552	2015-01-31	IVC-42035-R2-00552	3420000	170000
CTR-42035-R2-00568	CUS00568	2015-01-31	IVC-42035-R2-00568	3040000	150000
CTR-42035-R2-00585	CUS00585	2015-01-31	IVC-42035-R2-00585	6510000	310000
CTR-42035-R2-00608	CUS00608	2015-01-31	IVC-42035-R2-00608	11200000	540000
CTR-42035-R2-00613	CUS00613	2015-01-31	IVC-42035-R2-00613	6510000	310000
CTR-42035-R2-00648	CUS00648	2015-01-31	IVC-42035-R2-00648	4040000	200000
CTR-42035-R2-00677	CUS00677	2015-01-31	IVC-42035-R2-00677	3040000	150000
CTR-42035-R2-00705	CUS00705	2015-01-31	IVC-42035-R2-00705	4040000	200000
CTR-42035-R2-00714	CUS00714	2015-01-31	IVC-42035-R2-00714	8260000	400000
CTR-42035-R2-00729	CUS00729	2015-01-31	IVC-42035-R2-00729	8460000	410000
CTR-42035-R2-00733	CUS00733	2015-01-31	IVC-42035-R2-00733	6510000	310000
CTR-42035-R2-00735	CUS00735	2015-01-31	IVC-42035-R2-00735	3420000	170000
CTR-42035-R2-00763	CUS00763	2015-01-31	IVC-42035-R2-00763	11490000	550000
CTR-42035-R2-00784	CUS00784	2015-01-31	IVC-42035-R2-00784	3030000	150000
CTR-42035-R2-00822	CUS00822	2015-01-31	IVC-42035-R2-00822	8460000	410000
CTR-42035-R2-00868	CUS00868	2015-01-31	IVC-42035-R2-00868	4190000	200000
CTR-42035-R2-00870	CUS00870	2015-01-31	IVC-42035-R2-00870	4190000	200000
CTR-42035-R2-00871	CUS00871	2015-01-31	IVC-42035-R2-00871	18000000	860000
CTR-42035-R2-00880	CUS00880	2015-01-31	IVC-42035-R2-00880	2940000	140000
CTR-42035-R2-00888	CUS00888	2015-01-31	IVC-42035-R2-00888	1520000	80000
CTR-42035-R2-00907	CUS00907	2015-01-31	IVC-42035-R2-00907	3030000	150000
CTR-42035-R2-00908	CUS00908	2015-01-31	IVC-42035-R2-00908	1520000	80000
CTR-42035-R2-00920	CUS00920	2015-01-31	IVC-42035-R2-00920	3030000	150000
CTR-42035-R2-00930	CUS00930	2015-01-31	IVC-42035-R2-00930	3210000	160000
CTR-42035-R2-00940	CUS00940	2015-01-31	IVC-42035-R2-00940	2780000	140000
CTR-42035-R2-00941	CUS00941	2015-01-31	IVC-42035-R2-00941	6700000	320000
CTR-42035-R2-00952	CUS00952	2015-01-31	IVC-42035-R2-00952	2940000	140000
CTR-42035-R2-00970	CUS00970	2015-01-31	IVC-42035-R2-00970	3030000	150000
CTR-42035-R2-00979	CUS00979	2015-01-31	IVC-42035-R2-00979	2780000	140000
CTR-42035-R2-00981	CUS00981	2015-01-31	IVC-42035-R2-00981	8030000	390000
CTR-42035-R2-00989	CUS00989	2015-01-31	IVC-42035-R2-00989	2940000	140000
CTR-42035-R2-00997	CUS00997	2015-01-31	IVC-42035-R2-00997	11480000	550000
CTR-42035-R2-01015	CUS01015	2015-01-31	IVC-42035-R2-01015	2940000	140000
CTR-42035-R2-01062	CUS01062	2015-01-31	IVC-42035-R2-01062	8850000	430000
CTR-42035-R2-01073	CUS01073	2015-01-31	IVC-42035-R2-01073	6700000	320000
CTR-42035-R2-01080	CUS01080	2015-01-31	IVC-42035-R2-01080	2780000	140000
CTR-42035-R2-01101	CUS01101	2015-01-31	IVC-42035-R2-01101	3420000	170000
CTR-42035-R2-01115	CUS01115	2015-01-31	IVC-42035-R2-01115	5970000	290000
CTR-42035-R2-01133	CUS01133	2015-01-31	IVC-42035-R2-01133	11490000	550000
CTR-42035-R3-00002	CUS00002	2015-01-31	IVC-42035-R3-00002	2780000	140000
CTR-42035-R3-00003	CUS00003	2015-01-31	IVC-42035-R3-00003	9970000	480000
CTR-42035-R3-00016	CUS00016	2015-01-31	IVC-42035-R3-00016	1520000	80000
CTR-42035-R3-00024	CUS00024	2015-01-31	IVC-42035-R3-00024	1520000	80000
CTR-42035-R3-00068	CUS00068	2015-01-31	IVC-42035-R3-00068	4080000	200000
CTR-42035-R3-00092	CUS00092	2015-01-31	IVC-42035-R3-00092	3040000	150000
CTR-42035-R3-00103	CUS00103	2015-01-31	IVC-42035-R3-00103	2940000	140000
CTR-42035-R3-00118	CUS00118	2015-01-31	IVC-42035-R3-00118	7230000	350000
CTR-42035-R3-00127	CUS00127	2015-01-31	IVC-42035-R3-00127	6440000	310000
CTR-42035-R3-00195	CUS00195	2015-01-31	IVC-42035-R3-00195	3040000	150000
CTR-42035-R3-00199	CUS00199	2015-01-31	IVC-42035-R3-00199	6700000	320000
CTR-42035-R3-00238	CUS00238	2015-01-31	IVC-42035-R3-00238	2780000	140000
CTR-42035-R3-00259	CUS00259	2015-01-31	IVC-42035-R3-00259	6510000	310000
CTR-42035-R3-00286	CUS00286	2015-01-31	IVC-42035-R3-00286	3210000	160000
CTR-42035-R3-00330	CUS00330	2015-01-31	IVC-42035-R3-00330	6700000	320000
CTR-42035-R3-00357	CUS00357	2015-01-31	IVC-42035-R3-00357	7610000	370000
CTR-42035-R3-00375	CUS00375	2015-01-31	IVC-42035-R3-00375	6510000	310000
CTR-42035-R3-00376	CUS00376	2015-01-31	IVC-42035-R3-00376	3030000	150000
CTR-42035-R3-00397	CUS00397	2015-01-31	IVC-42035-R3-00397	8260000	400000
CTR-42035-R3-00410	CUS00410	2015-01-31	IVC-42035-R3-00410	8460000	410000
CTR-42035-R3-00437	CUS00437	2015-01-31	IVC-42035-R3-00437	1520000	80000
CTR-42035-R3-00455	CUS00455	2015-01-31	IVC-42035-R3-00455	1520000	80000
CTR-42035-R3-00535	CUS00535	2015-01-31	IVC-42035-R3-00535	3420000	170000
CTR-42035-R3-00538	CUS00538	2015-01-31	IVC-42035-R3-00538	8460000	410000
CTR-42035-R3-00547	CUS00547	2015-01-31	IVC-42035-R3-00547	8460000	410000
CTR-42035-R3-00551	CUS00551	2015-01-31	IVC-42035-R3-00551	3040000	150000
CTR-42035-R3-00561	CUS00561	2015-01-31	IVC-42035-R3-00561	7610000	370000
CTR-42035-R3-00575	CUS00575	2015-01-31	IVC-42035-R3-00575	4550000	220000
CTR-42035-R3-00586	CUS00586	2015-01-31	IVC-42035-R3-00586	6700000	320000
CTR-42035-R3-00593	CUS00593	2015-01-31	IVC-42035-R3-00593	3040000	150000
CTR-42035-R3-00608	CUS00608	2015-01-31	IVC-42035-R3-00608	6230000	300000
CTR-42035-R3-00610	CUS00610	2015-01-31	IVC-42035-R3-00610	4080000	200000
CTR-42035-R3-00630	CUS00630	2015-01-31	IVC-42035-R3-00630	2780000	140000
CTR-42035-R3-00669	CUS00669	2015-01-31	IVC-42035-R3-00669	6070000	290000
CTR-42035-R3-00677	CUS00677	2015-01-31	IVC-42035-R3-00677	3420000	170000
CTR-42035-R3-00733	CUS00733	2015-01-31	IVC-42035-R3-00733	1520000	80000
CTR-42035-R3-00774	CUS00774	2015-01-31	IVC-42035-R3-00774	2780000	140000
CTR-42035-R3-00797	CUS00797	2015-01-31	IVC-42035-R3-00797	8260000	400000
CTR-42035-R3-00850	CUS00850	2015-01-31	IVC-42035-R3-00850	3420000	170000
CTR-42035-R3-00851	CUS00851	2015-01-31	IVC-42035-R3-00851	15120000	720000
CTR-42035-R3-00891	CUS00891	2015-01-31	IVC-42035-R3-00891	6700000	320000
CTR-42035-R3-00903	CUS00903	2015-01-31	IVC-42035-R3-00903	4040000	200000
CTR-42035-R3-00950	CUS00950	2015-01-31	IVC-42035-R3-00950	12490000	600000
CTR-42035-R3-00962	CUS00962	2015-01-31	IVC-42035-R3-00962	8460000	410000
CTR-42035-R3-00989	CUS00989	2015-01-31	IVC-42035-R3-00989	4080000	200000
CTR-42035-R3-00997	CUS00997	2015-01-31	IVC-42035-R3-00997	6700000	320000
CTR-42035-R3-01015	CUS01015	2015-01-31	IVC-42035-R3-01015	8460000	410000
CTR-42035-R3-01042	CUS01042	2015-01-31	IVC-42035-R3-01042	3030000	150000
CTR-42035-R3-01080	CUS01080	2015-01-31	IVC-42035-R3-01080	6700000	320000
CTR-42035-R3-01091	CUS01091	2015-01-31	IVC-42035-R3-01091	3420000	170000
CTR-42035-R3-01118	CUS01118	2015-01-31	IVC-42035-R3-01118	19180000	920000
CTR-42035-R3-01151	CUS01151	2015-01-31	IVC-42035-R3-01151	11400000	550000
CTR-42035-R4-00002	CUS00002	2015-01-31	IVC-42035-R4-00002	4040000	200000
CTR-42035-R4-00003	CUS00003	2015-01-31	IVC-42035-R4-00003	3040000	150000
CTR-42035-R4-00103	CUS00103	2015-01-31	IVC-42035-R4-00103	3030000	150000
CTR-42035-R4-00109	CUS00109	2015-01-31	IVC-42035-R4-00109	7020000	340000
CTR-42035-R4-00122	CUS00122	2015-01-31	IVC-42035-R4-00122	1520000	80000
CTR-42035-R4-00199	CUS00199	2015-01-31	IVC-42035-R4-00199	1520000	80000
CTR-42035-R4-00275	CUS00275	2015-01-31	IVC-42035-R4-00275	11490000	550000
CTR-42035-R4-00281	CUS00281	2015-01-31	IVC-42035-R4-00281	1520000	80000
CTR-42035-R4-00335	CUS00335	2015-01-31	IVC-42035-R4-00335	3210000	160000
CTR-42035-R4-00357	CUS00357	2015-01-31	IVC-42035-R4-00357	2940000	140000
CTR-42035-R4-00410	CUS00410	2015-01-31	IVC-42035-R4-00410	1520000	80000
CTR-42035-R4-00431	CUS00431	2015-01-31	IVC-42035-R4-00431	3420000	170000
CTR-42035-R4-00455	CUS00455	2015-01-31	IVC-42035-R4-00455	8460000	410000
CTR-42035-R4-00482	CUS00482	2015-01-31	IVC-42035-R4-00482	3040000	150000
CTR-42035-R4-00538	CUS00538	2015-01-31	IVC-42035-R4-00538	3040000	150000
CTR-42035-R4-00575	CUS00575	2015-01-31	IVC-42035-R4-00575	3210000	160000
CTR-42035-R4-00578	CUS00578	2015-01-31	IVC-42035-R4-00578	4190000	200000
CTR-42035-R4-00585	CUS00585	2015-01-31	IVC-42035-R4-00585	6700000	320000
CTR-42035-R4-00611	CUS00611	2015-01-31	IVC-42035-R4-00611	2940000	140000
CTR-42035-R4-00630	CUS00630	2015-01-31	IVC-42035-R4-00630	11480000	550000
CTR-42035-R4-00640	CUS00640	2015-01-31	IVC-42035-R4-00640	4040000	200000
CTR-42035-R4-00647	CUS00647	2015-01-31	IVC-42035-R4-00647	6510000	310000
CTR-42035-R4-00648	CUS00648	2015-01-31	IVC-42035-R4-00648	6070000	290000
CTR-42035-R4-00669	CUS00669	2015-01-31	IVC-42035-R4-00669	4040000	200000
CTR-42035-R4-00700	CUS00700	2015-01-31	IVC-42035-R4-00700	1520000	80000
CTR-42035-R4-00705	CUS00705	2015-01-31	IVC-42035-R4-00705	9730000	470000
CTR-42035-R4-00733	CUS00733	2015-01-31	IVC-42035-R4-00733	2940000	140000
CTR-42035-R4-00774	CUS00774	2015-01-31	IVC-42035-R4-00774	8730000	420000
CTR-42035-R4-00790	CUS00790	2015-01-31	IVC-42035-R4-00790	7130000	340000
CTR-42035-R4-00815	CUS00815	2015-01-31	IVC-42035-R4-00815	3040000	150000
CTR-42035-R4-00821	CUS00821	2015-01-31	IVC-42035-R4-00821	1520000	80000
CTR-42035-R4-00844	CUS00844	2015-01-31	IVC-42035-R4-00844	8460000	410000
CTR-42035-R4-00863	CUS00863	2015-01-31	IVC-42035-R4-00863	2780000	140000
CTR-42035-R4-00868	CUS00868	2015-01-31	IVC-42035-R4-00868	2780000	140000
CTR-42035-R4-00908	CUS00908	2015-01-31	IVC-42035-R4-00908	8380000	400000
CTR-42035-R4-01091	CUS01091	2015-01-31	IVC-42035-R4-01091	3210000	160000
CTR-42035-R4-01097	CUS01097	2015-01-31	IVC-42035-R4-01097	4080000	200000
CTR-42035-R4-01118	CUS01118	2015-01-31	IVC-42035-R4-01118	10700000	510000
CTR-42035-R4-01126	CUS01126	2015-01-31	IVC-42035-R4-01126	6510000	310000
CTR-42035-R5-00103	CUS00103	2015-01-31	IVC-42035-R5-00103	1520000	80000
CTR-42035-R5-00154	CUS00154	2015-01-31	IVC-42035-R5-00154	6510000	310000
CTR-42035-R5-00195	CUS00195	2015-01-31	IVC-42035-R5-00195	4190000	200000
CTR-42035-R5-00256	CUS00256	2015-01-31	IVC-42035-R5-00256	3030000	150000
CTR-42035-R5-00357	CUS00357	2015-01-31	IVC-42035-R5-00357	3030000	150000
CTR-42035-R5-00535	CUS00535	2015-01-31	IVC-42035-R5-00535	8460000	410000
CTR-42035-R5-00537	CUS00537	2015-01-31	IVC-42035-R5-00537	3210000	160000
CTR-42035-R5-00547	CUS00547	2015-01-31	IVC-42035-R5-00547	4040000	200000
CTR-42035-R5-00611	CUS00611	2015-01-31	IVC-42035-R5-00611	3210000	160000
CTR-42035-R5-00648	CUS00648	2015-01-31	IVC-42035-R5-00648	6700000	320000
CTR-42035-R5-00669	CUS00669	2015-01-31	IVC-42035-R5-00669	8260000	400000
CTR-42035-R5-00700	CUS00700	2015-01-31	IVC-42035-R5-00700	6510000	310000
CTR-42035-R5-00705	CUS00705	2015-01-31	IVC-42035-R5-00705	4080000	200000
CTR-42035-R5-00790	CUS00790	2015-01-31	IVC-42035-R5-00790	3040000	150000
CTR-42035-R5-00822	CUS00822	2015-01-31	IVC-42035-R5-00822	8260000	400000
CTR-42035-R5-01151	CUS01151	2015-01-31	IVC-42035-R5-01151	3040000	150000
CTR-42035-R6-00054	CUS00054	2015-01-31	IVC-42035-R6-00054	4190000	200000
CTR-42035-R6-00127	CUS00127	2015-01-31	IVC-42035-R6-00127	8220000	400000
CTR-42035-R6-00195	CUS00195	2015-01-31	IVC-42035-R6-00195	6240000	300000
CTR-42035-R6-00256	CUS00256	2015-01-31	IVC-42035-R6-00256	4190000	200000
CTR-42035-R6-00357	CUS00357	2015-01-31	IVC-42035-R6-00357	6510000	310000
CTR-42035-R6-00410	CUS00410	2015-01-31	IVC-42035-R6-00410	8260000	400000
CTR-42035-R6-00455	CUS00455	2015-01-31	IVC-42035-R6-00455	3030000	150000
CTR-42035-R6-00611	CUS00611	2015-01-31	IVC-42035-R6-00611	3420000	170000
CTR-42035-R6-00647	CUS00647	2015-01-31	IVC-42035-R6-00647	4080000	200000
